Date,Visitor/Neutral,Points,Home/Neutral,PTS,box_score_text,overtimes,Attendance,Length of Game,Arena,Notes
"Fri, Nov 21, 1980",New York Knicks,121,Chicago Bulls,130,Box Score,,"7,234",,Chicago Stadium,
"Fri, Nov 21, 1980",Seattle SuperSonics,101,Dallas Mavericks,91,Box Score,,"6,514",,Reunion Arena,
"Fri, Nov 21, 1980",Kansas City Kings,121,Denver Nuggets,134,Box Score,,"10,811",,McNichols Sports Arena,
"Fri, Nov 21, 1980",Phoenix Suns,88,Los Angeles Lakers,116,Box Score,,"14,164",,The Forum,
"Fri, Nov 21, 1980",Houston Rockets,116,New Jersey Nets,108,Box Score,,"7,161",,Rutgers Athletic Center,
"Fri, Nov 21, 1980",Indiana Pacers,88,Philadelphia 76ers,97,Box Score,,"8,237",,The Spectrum,
"Fri, Nov 21, 1980",San Diego Clippers,90,Washington Bullets,102,Box Score,,"8,625",,Capital Centre,
"Sat, Nov 22, 1980",Utah Jazz,93,Atlanta Hawks,99,Box Score,,"12,117",,Omni Coliseum,
"Sat, Nov 22, 1980",Washington Bullets,101,Chicago Bulls,114,Box Score,,"8,179",,Chicago Stadium,
"Sat, Nov 22, 1980",Boston Celtics,98,Cleveland Cavaliers,113,Box Score,,"8,252",2:07,Coliseum at Richfield,
"Sat, Nov 22, 1980",New Jersey Nets,103,Detroit Pistons,117,Box Score,,"3,534",,Pontiac Silverdome,
"Sat, Nov 22, 1980",Houston Rockets,120,Indiana Pacers,129,Box Score,,"7,357",,Market Square Arena,
"Sat, Nov 22, 1980",Golden State Warriors,116,New York Knicks,110,Box Score,,"14,759",,Madison Square Garden (IV),
"Sat, Nov 22, 1980",Philadelphia 76ers,108,San Antonio Spurs,101,Box Score,,"15,362",,HemisFair Arena,
"Sun, Nov 23, 1980",Milwaukee Bucks,110,Los Angeles Lakers,94,Box Score,,"14,814",,The Forum,
"Sun, Nov 23, 1980",Denver Nuggets,113,Phoenix Suns,131,Box Score,,"11,151",,Arizona Veterans Memorial Coliseum,
"Sun, Nov 23, 1980",Dallas Mavericks,96,Portland Trail Blazers,116,Box Score,,"12,666",,Memorial Coliseum,
"Sun, Nov 23, 1980",Seattle SuperSonics,99,San Diego Clippers,110,Box Score,,"5,019",,San Diego Sports Arena,
"Mon, Nov 24, 1980",Houston Rockets,110,New York Knicks,113,Box Score,OT,"9,074",,Madison Square Garden (IV),
"Tue, Nov 25, 1980",Portland Trail Blazers,108,Atlanta Hawks,112,Box Score,,"7,321",,Omni Coliseum,
"Tue, Nov 25, 1980",Philadelphia 76ers,108,Dallas Mavericks,92,Box Score,,"13,527",,Reunion Arena,
"Tue, Nov 25, 1980",Denver Nuggets,94,San Diego Clippers,108,Box Score,,"4,176",,San Diego Sports Arena,
"Wed, Nov 26, 1980",Portland Trail Blazers,101,Boston Celtics,126,Box Score,,"14,603",1:50,Boston Garden,
"Wed, Nov 26, 1980",New York Knicks,119,Cleveland Cavaliers,113,Box Score,OT,"5,598",,Coliseum at Richfield,
"Wed, Nov 26, 1980",San Diego Clippers,109,Denver Nuggets,113,Box Score,,"7,913",,McNichols Sports Arena,
"Wed, Nov 26, 1980",Utah Jazz,104,Detroit Pistons,97,Box Score,,"4,776",,Pontiac Silverdome,
"Wed, Nov 26, 1980",Philadelphia 76ers,101,Houston Rockets,100,Box Score,,"13,361",,The Summit,
"Wed, Nov 26, 1980",Atlanta Hawks,89,Indiana Pacers,110,Box Score,,"7,426",,Market Square Arena,
"Wed, Nov 26, 1980",New Jersey Nets,100,Kansas City Kings,118,Box Score,,"6,213",,Kemper Arena,
"Wed, Nov 26, 1980",Seattle SuperSonics,103,Phoenix Suns,113,Box Score,,"11,769",,Arizona Veterans Memorial Coliseum,
"Wed, Nov 26, 1980",Chicago Bulls,122,San Antonio Spurs,125,Box Score,,"9,561",,HemisFair Arena,
"Thu, Nov 27, 1980",Los Angeles Lakers,128,Golden State Warriors,119,Box Score,,"12,564",,Oakland-Alameda County Coliseum Arena,
"Thu, Nov 27, 1980",Indiana Pacers,108,Washington Bullets,123,Box Score,,"5,633",,Capital Centre,
"Fri, Nov 28, 1980",New York Knicks,106,Boston Celtics,120,Box Score,,"15,320",2:01,Boston Garden,
"Fri, Nov 28, 1980",Washington Bullets,105,Cleveland Cavaliers,126,Box Score,,"5,407",,Coliseum at Richfield,
"Fri, Nov 28, 1980",Denver Nuggets,119,Dallas Mavericks,117,Box Score,OT,"7,713",,Reunion Arena,
"Fri, Nov 28, 1980",Kansas City Kings,94,Detroit Pistons,104,Box Score,,"6,241",,Pontiac Silverdome,
"Fri, Nov 28, 1980",Atlanta Hawks,108,Milwaukee Bucks,113,Box Score,OT,"11,052",,MECCA Arena,
"Fri, Nov 28, 1980",Utah Jazz,95,New Jersey Nets,122,Box Score,,"8,083",,Rutgers Athletic Center,
"Fri, Nov 28, 1980",Portland Trail Blazers,103,Philadelphia 76ers,116,Box Score,,"9,980",,The Spectrum,
"Fri, Nov 28, 1980",Chicago Bulls,101,Phoenix Suns,102,Box Score,,"12,660",,Arizona Veterans Memorial Coliseum,
"Fri, Nov 28, 1980",Houston Rockets,124,San Antonio Spurs,115,Box Score,,"12,636",,HemisFair Arena,
"Fri, Nov 28, 1980",San Diego Clippers,93,Seattle SuperSonics,92,Box Score,,"16,059",,Seattle Kingdome,
"Sat, Nov 29, 1980",Detroit Pistons,98,Atlanta Hawks,95,Box Score,,"8,363",,Omni Coliseum,
"Sat, Nov 29, 1980",Los Angeles Lakers,124,Denver Nuggets,123,Box Score,2OT,"14,811",,McNichols Sports Arena,
"Sat, Nov 29, 1980",Phoenix Suns,113,Golden State Warriors,108,Box Score,,"10,981",,Oakland-Alameda County Coliseum Arena,
"Sat, Nov 29, 1980",Dallas Mavericks,90,Houston Rockets,115,Box Score,,"8,123",,The Summit,
"Sat, Nov 29, 1980",Cleveland Cavaliers,101,Indiana Pacers,117,Box Score,,"7,067",,Market Square Arena,
"Sat, Nov 29, 1980",San Antonio Spurs,106,Kansas City Kings,104,Box Score,,"8,380",,Kemper Arena,
"Sat, Nov 29, 1980",Portland Trail Blazers,110,New York Knicks,111,Box Score,,"12,894",,Madison Square Garden (IV),
"Sat, Nov 29, 1980",Utah Jazz,93,Philadelphia 76ers,113,Box Score,,"13,943",,The Spectrum,
"Sat, Nov 29, 1980",Milwaukee Bucks,89,Washington Bullets,98,Box Score,,"9,628",,Capital Centre,
"Sun, Nov 30, 1980",Chicago Bulls,122,Los Angeles Lakers,108,Box Score,,"13,605",,The Forum,
"Sun, Nov 30, 1980",Boston Celtics,105,Milwaukee Bucks,107,Box Score,,"11,052",2:13,MECCA Arena,
"Sun, Nov 30, 1980",Houston Rockets,114,Phoenix Suns,117,Box Score,,"11,163",,Arizona Veterans Memorial Coliseum,
"Sun, Nov 30, 1980",Golden State Warriors,100,San Diego Clippers,120,Box Score,,"4,025",,San Diego Sports Arena,
"Sun, Nov 30, 1980",New Jersey Nets,89,Seattle SuperSonics,113,Box Score,,"12,643",,Seattle Kingdome,
"Tue, Dec 2, 1980",Philadelphia 76ers,108,Atlanta Hawks,112,Box Score,OT,"8,873",,Omni Coliseum,
"Tue, Dec 2, 1980",Cleveland Cavaliers,109,Dallas Mavericks,102,Box Score,,"5,117",,Reunion Arena,
"Tue, Dec 2, 1980",Chicago Bulls,129,Denver Nuggets,124,Box Score,,"7,581",,McNichols Sports Arena,
"Tue, Dec 2, 1980",Boston Celtics,94,Detroit Pistons,85,Box Score,,"4,327",1:57,Pontiac Silverdome,
"Tue, Dec 2, 1980",Utah Jazz,108,Milwaukee Bucks,119,Box Score,,"11,052",,MECCA Arena,
"Tue, Dec 2, 1980",Indiana Pacers,113,New York Knicks,96,Box Score,,"10,291",,Madison Square Garden (IV),
"Tue, Dec 2, 1980",New Jersey Nets,118,Portland Trail Blazers,105,Box Score,,"12,666",,Memorial Coliseum,
"Tue, Dec 2, 1980",Phoenix Suns,122,San Antonio Spurs,107,Box Score,,"9,112",,HemisFair Arena,
"Tue, Dec 2, 1980",Kansas City Kings,103,Washington Bullets,107,Box Score,,"5,981",,Capital Centre,
"Wed, Dec 3, 1980",Atlanta Hawks,101,Boston Celtics,106,Box Score,,"12,513",2:08,Boston Garden,
"Wed, Dec 3, 1980",New Jersey Nets,108,Golden State Warriors,131,Box Score,,"6,870",,Oakland-Alameda County Coliseum Arena,
"Wed, Dec 3, 1980",Cleveland Cavaliers,109,Houston Rockets,118,Box Score,,"6,887",,The Summit,
"Wed, Dec 3, 1980",Washington Bullets,115,Indiana Pacers,128,Box Score,,"6,575",,Market Square Arena,
"Wed, Dec 3, 1980",Phoenix Suns,100,Kansas City Kings,103,Box Score,,"7,719",,Kemper Arena,
"Wed, Dec 3, 1980",San Diego Clippers,120,Los Angeles Lakers,114,Box Score,,"9,346",,The Forum,
"Wed, Dec 3, 1980",New York Knicks,98,Philadelphia 76ers,104,Box Score,,"9,792",,The Spectrum,
"Wed, Dec 3, 1980",Chicago Bulls,105,Seattle SuperSonics,113,Box Score,,"14,124",,Seattle Kingdome,
"Thu, Dec 4, 1980",Cleveland Cavaliers,100,San Antonio Spurs,130,Box Score,,"6,833",,HemisFair Arena,
"Thu, Dec 4, 1980",Portland Trail Blazers,103,San Diego Clippers,100,Box Score,,"4,632",,San Diego Sports Arena,
"Thu, Dec 4, 1980",Denver Nuggets,118,Utah Jazz,122,Box Score,,"5,234",,Salt Palace,
"Fri, Dec 5, 1980",Dallas Mavericks,87,Boston Celtics,97,Box Score,,"14,351",1:57,Boston Garden,
"Fri, Dec 5, 1980",Golden State Warriors,119,Denver Nuggets,114,Box Score,,"7,737",,McNichols Sports Arena,
"Fri, Dec 5, 1980",Houston Rockets,100,Kansas City Kings,108,Box Score,,"6,982",,Kemper Arena,
"Fri, Dec 5, 1980",Indiana Pacers,100,Milwaukee Bucks,102,Box Score,,"11,052",,MECCA Arena,
"Fri, Dec 5, 1980",Atlanta Hawks,100,Philadelphia 76ers,104,Box Score,,"10,390",,The Spectrum,
"Fri, Dec 5, 1980",New Jersey Nets,90,Phoenix Suns,88,Box Score,,"11,876",,Arizona Veterans Memorial Coliseum,
"Fri, Dec 5, 1980",Chicago Bulls,115,Portland Trail Blazers,116,Box Score,,"12,666",,Memorial Coliseum,
"Fri, Dec 5, 1980",Detroit Pistons,92,Washington Bullets,103,Box Score,,"5,147",,Capital Centre,
"Sat, Dec 6, 1980",Dallas Mavericks,104,Atlanta Hawks,110,Box Score,,"7,347",,Omni Coliseum,
"Sat, Dec 6, 1980",Detroit Pistons,100,Cleveland Cavaliers,101,Box Score,,"5,562",,Coliseum at Richfield,
"Sat, Dec 6, 1980",Los Angeles Lakers,103,Golden State Warriors,119,Box Score,,"13,329",,Oakland-Alameda County Coliseum Arena,
"Sat, Dec 6, 1980",Denver Nuggets,108,Houston Rockets,111,Box Score,,"8,234",,The Summit,
"Sat, Dec 6, 1980",Kansas City Kings,88,Indiana Pacers,107,Box Score,,"7,099",,Market Square Arena,
"Sat, Dec 6, 1980",Milwaukee Bucks,94,New York Knicks,104,Box Score,,"16,313",,Madison Square Garden (IV),
"Sat, Dec 6, 1980",Seattle SuperSonics,108,Utah Jazz,98,Box Score,,"7,413",,Salt Palace,
"Sun, Dec 7, 1980",Washington Bullets,113,Boston Celtics,103,Box Score,,"11,430",1:49,Hartford Civic Center,"at Hartford, CT"
"Sun, Dec 7, 1980",Utah Jazz,100,Los Angeles Lakers,113,Box Score,,"11,564",,The Forum,
"Sun, Dec 7, 1980",Golden State Warriors,88,Phoenix Suns,106,Box Score,,"11,449",,Arizona Veterans Memorial Coliseum,
"Sun, Dec 7, 1980",San Antonio Spurs,115,Portland Trail Blazers,116,Box Score,,"12,666",,Memorial Coliseum,
"Sun, Dec 7, 1980",New Jersey Nets,95,San Diego Clippers,98,Box Score,,"4,378",,San Diego Sports Arena,
"Mon, Dec 8, 1980",San Antonio Spurs,99,Seattle SuperSonics,104,Box Score,,"12,633",,Seattle Kingdome,
"Tue, Dec 9, 1980",San Diego Clippers,87,Atlanta Hawks,114,Box Score,,"6,989",,Omni Coliseum,
"Tue, Dec 9, 1980",Milwaukee Bucks,89,Boston Celtics,112,Box Score,,"15,320",1:58,Boston Garden,
"Tue, Dec 9, 1980",Phoenix Suns,123,Chicago Bulls,108,Box Score,,"8,245",,Chicago Stadium,
"Tue, Dec 9, 1980",Philadelphia 76ers,96,Cleveland Cavaliers,83,Box Score,,"5,829",,Coliseum at Richfield,
"Tue, Dec 9, 1980",Los Angeles Lakers,103,Dallas Mavericks,92,Box Score,,"9,313",,Reunion Arena,
"Tue, Dec 9, 1980",Washington Bullets,104,New York Knicks,107,Box Score,,"10,177",,Madison Square Garden (IV),
"Tue, Dec 9, 1980",Seattle SuperSonics,98,Portland Trail Blazers,111,Box Score,,"12,666",,Memorial Coliseum,
"Tue, Dec 9, 1980",San Antonio Spurs,115,Utah Jazz,90,Box Score,,"5,808",,Salt Palace,
"Wed, Dec 10, 1980",Dallas Mavericks,107,Denver Nuggets,116,Box Score,,"7,768",,McNichols Sports Arena,
"Wed, Dec 10, 1980",Atlanta Hawks,100,Detroit Pistons,92,Box Score,,"4,110",,Pontiac Silverdome,
"Wed, Dec 10, 1980",Seattle SuperSonics,108,Golden State Warriors,103,Box Score,,"10,770",,Oakland-Alameda County Coliseum Arena,
"Wed, Dec 10, 1980",Los Angeles Lakers,109,Houston Rockets,108,Box Score,,"10,632",,The Summit,
"Wed, Dec 10, 1980",Phoenix Suns,90,Indiana Pacers,102,Box Score,,"9,140",,Market Square Arena,
"Wed, Dec 10, 1980",San Diego Clippers,100,Kansas City Kings,112,Box Score,,"6,018",,Kemper Arena,
"Wed, Dec 10, 1980",New York Knicks,106,New Jersey Nets,104,Box Score,,"8,052",,Rutgers Athletic Center,
"Wed, Dec 10, 1980",Chicago Bulls,100,Philadelphia 76ers,113,Box Score,,"13,871",,The Spectrum,
"Wed, Dec 10, 1980",Boston Celtics,101,Washington Bullets,99,Box Score,,"11,718",1:56,Capital Centre,
"Thu, Dec 11, 1980",Indiana Pacers,103,Cleveland Cavaliers,100,Box Score,,"3,046",,Coliseum at Richfield,
"Thu, Dec 11, 1980",New York Knicks,107,Milwaukee Bucks,119,Box Score,,"11,052",,MECCA Arena,
"Thu, Dec 11, 1980",Kansas City Kings,104,San Antonio Spurs,122,Box Score,,"7,491",,HemisFair Arena,
"Fri, Dec 12, 1980",New Jersey Nets,104,Boston Celtics,119,Box Score,,"12,687",1:58,Boston Garden,
"Fri, Dec 12, 1980",Utah Jazz,98,Chicago Bulls,118,Box Score,,"11,479",,Chicago Stadium,
"Fri, Dec 12, 1980",San Diego Clippers,109,Dallas Mavericks,112,Box Score,OT,"6,457",,Reunion Arena,
"Fri, Dec 12, 1980",Cleveland Cavaliers,95,Detroit Pistons,101,Box Score,,"3,352",,Pontiac Silverdome,
"Fri, Dec 12, 1980",Washington Bullets,79,Philadelphia 76ers,95,Box Score,,"10,432",,The Spectrum,
"Fri, Dec 12, 1980",Houston Rockets,100,Portland Trail Blazers,106,Box Score,,"12,666",,Memorial Coliseum,
"Fri, Dec 12, 1980",Los Angeles Lakers,113,Seattle SuperSonics,107,Box Score,,"22,448",,Seattle Kingdome,
"Sat, Dec 13, 1980",Milwaukee Bucks,119,Atlanta Hawks,122,Box Score,,"9,575",,Omni Coliseum,
"Sat, Dec 13, 1980",Boston Celtics,106,Chicago Bulls,95,Box Score,,"11,518",2:04,Chicago Stadium,
"Sat, Dec 13, 1980",Utah Jazz,103,Cleveland Cavaliers,110,Box Score,,"4,152",,Coliseum at Richfield,
"Sat, Dec 13, 1980",Houston Rockets,99,Golden State Warriors,97,Box Score,,"7,362",,Oakland-Alameda County Coliseum Arena,
"Sat, Dec 13, 1980",Dallas Mavericks,107,Kansas City Kings,114,Box Score,,"5,578",,Kemper Arena,
"Sat, Dec 13, 1980",Detroit Pistons,94,New York Knicks,100,Box Score,,"14,569",,Madison Square Garden (IV),
"Sat, Dec 13, 1980",Denver Nuggets,123,San Antonio Spurs,147,Box Score,,"9,879",,HemisFair Arena,
"Sat, Dec 13, 1980",Indiana Pacers,105,Washington Bullets,114,Box Score,,"5,137",,Capital Centre,
"Sun, Dec 14, 1980",Golden State Warriors,113,Los Angeles Lakers,122,Box Score,,"11,643",,The Forum,
"Sun, Dec 14, 1980",San Antonio Spurs,98,Milwaukee Bucks,115,Box Score,,"11,052",,MECCA Arena,
"Sun, Dec 14, 1980",Philadelphia 76ers,114,New Jersey Nets,107,Box Score,,"8,112",,Rutgers Athletic Center,
"Sun, Dec 14, 1980",Portland Trail Blazers,116,Phoenix Suns,110,Box Score,,"10,180",,Arizona Veterans Memorial Coliseum,
"Sun, Dec 14, 1980",Seattle SuperSonics,81,San Diego Clippers,91,Box Score,,"6,862",,San Diego Sports Arena,
"Tue, Dec 16, 1980",New Jersey Nets,114,Atlanta Hawks,131,Box Score,,"7,358",,Omni Coliseum,
"Tue, Dec 16, 1980",San Antonio Spurs,89,Dallas Mavericks,83,Box Score,,"6,140",,Reunion Arena,
"Tue, Dec 16, 1980",Kansas City Kings,133,Denver Nuggets,118,Box Score,,"6,909",,McNichols Sports Arena,
"Tue, Dec 16, 1980",Philadelphia 76ers,109,Indiana Pacers,107,Box Score,,"12,539",,Market Square Arena,
"Tue, Dec 16, 1980",Utah Jazz,97,New York Knicks,112,Box Score,,"10,586",,Madison Square Garden (IV),
"Tue, Dec 16, 1980",Los Angeles Lakers,92,San Diego Clippers,97,Box Score,,"9,044",,San Diego Sports Arena,
"Tue, Dec 16, 1980",Chicago Bulls,96,Washington Bullets,94,Box Score,,"5,423",,Capital Centre,
"Wed, Dec 17, 1980",Chicago Bulls,98,Boston Celtics,115,Box Score,,"14,302",1:51,Boston Garden,
"Wed, Dec 17, 1980",New York Knicks,119,Detroit Pistons,103,Box Score,,"4,083",,Pontiac Silverdome,
"Wed, Dec 17, 1980",Portland Trail Blazers,115,Golden State Warriors,113,Box Score,,"7,714",,Oakland-Alameda County Coliseum Arena,
"Wed, Dec 17, 1980",San Antonio Spurs,113,Houston Rockets,107,Box Score,,"8,349",,The Summit,
"Wed, Dec 17, 1980",Milwaukee Bucks,112,New Jersey Nets,115,Box Score,,"6,459",2:07,Rutgers Athletic Center,
"Wed, Dec 17, 1980",Cleveland Cavaliers,79,Philadelphia 76ers,103,Box Score,,"6,873",,The Spectrum,
"Wed, Dec 17, 1980",Dallas Mavericks,102,Phoenix Suns,115,Box Score,,"10,247",,Arizona Veterans Memorial Coliseum,
"Wed, Dec 17, 1980",Kansas City Kings,94,Seattle SuperSonics,101,Box Score,,"14,749",,Seattle Kingdome,
"Thu, Dec 18, 1980",Denver Nuggets,122,Cleveland Cavaliers,130,Box Score,,"3,576",,Coliseum at Richfield,
"Thu, Dec 18, 1980",Detroit Pistons,104,Milwaukee Bucks,121,Box Score,,"10,950",,MECCA Arena,
"Thu, Dec 18, 1980",Dallas Mavericks,92,San Diego Clippers,102,Box Score,,"7,167",,San Diego Sports Arena,
"Thu, Dec 18, 1980",Atlanta Hawks,109,Utah Jazz,97,Box Score,,"4,755",,Salt Palace,
"Fri, Dec 19, 1980",Houston Rockets,119,Boston Celtics,133,Box Score,,"14,570",1:59,Boston Garden,
"Fri, Dec 19, 1980",Milwaukee Bucks,106,Chicago Bulls,129,Box Score,,"6,194",,Chicago Stadium,
"Fri, Dec 19, 1980",Indiana Pacers,106,Detroit Pistons,109,Box Score,,"6,058",,Pontiac Silverdome,
"Fri, Dec 19, 1980",Portland Trail Blazers,110,Los Angeles Lakers,106,Box Score,,"12,190",,The Forum,
"Fri, Dec 19, 1980",New Jersey Nets,107,Philadelphia 76ers,122,Box Score,,"7,990",,The Spectrum,
"Fri, Dec 19, 1980",Utah Jazz,90,Phoenix Suns,108,Box Score,,"10,813",,Arizona Veterans Memorial Coliseum,
"Fri, Dec 19, 1980",Golden State Warriors,111,San Antonio Spurs,126,Box Score,,"9,442",,HemisFair Arena,
"Fri, Dec 19, 1980",Atlanta Hawks,92,Seattle SuperSonics,95,Box Score,,"14,593",,Seattle Kingdome,
"Fri, Dec 19, 1980",New York Knicks,102,Washington Bullets,96,Box Score,,"8,231",,Capital Centre,
"Sat, Dec 20, 1980",Houston Rockets,109,Chicago Bulls,133,Box Score,,"5,189",,Chicago Stadium,
"Sat, Dec 20, 1980",Boston Celtics,107,Cleveland Cavaliers,102,Box Score,,"5,038",2:01,Coliseum at Richfield,
"Sat, Dec 20, 1980",Golden State Warriors,101,Dallas Mavericks,98,Box Score,,"5,848",,Reunion Arena,
"Sat, Dec 20, 1980",Indiana Pacers,107,Kansas City Kings,103,Box Score,,"5,910",,Kemper Arena,
"Sat, Dec 20, 1980",Denver Nuggets,114,New York Knicks,120,Box Score,,"12,253",,Madison Square Garden (IV),
"Sat, Dec 20, 1980",Atlanta Hawks,119,Portland Trail Blazers,122,Box Score,OT,"12,666",,Memorial Coliseum,
"Sat, Dec 20, 1980",San Diego Clippers,103,Utah Jazz,91,Box Score,,"5,253",,Salt Palace,
"Sun, Dec 21, 1980",San Antonio Spurs,122,Los Angeles Lakers,135,Box Score,,"12,341",,The Forum,
"Sun, Dec 21, 1980",Houston Rockets,91,Milwaukee Bucks,123,Box Score,,"11,052",,MECCA Arena,
"Sun, Dec 21, 1980",Phoenix Suns,111,Portland Trail Blazers,100,Box Score,,"12,666",,Memorial Coliseum,
"Sun, Dec 21, 1980",Detroit Pistons,97,San Diego Clippers,117,Box Score,,"6,952",,San Diego Sports Arena,
"Mon, Dec 22, 1980",Phoenix Suns,109,Seattle SuperSonics,98,Box Score,,"16,847",,Seattle Kingdome,
"Tue, Dec 23, 1980",Washington Bullets,83,Atlanta Hawks,100,Box Score,,"7,540",,Omni Coliseum,
"Tue, Dec 23, 1980",Denver Nuggets,128,Boston Celtics,136,Box Score,,"15,320",2:14,Boston Garden,
"Tue, Dec 23, 1980",New York Knicks,114,Chicago Bulls,117,Box Score,,"6,309",,Chicago Stadium,
"Tue, Dec 23, 1980",Kansas City Kings,102,Cleveland Cavaliers,100,Box Score,,"3,627",,Coliseum at Richfield,
"Tue, Dec 23, 1980",Utah Jazz,101,Dallas Mavericks,96,Box Score,,"5,736",,Reunion Arena,
"Tue, Dec 23, 1980",Golden State Warriors,114,Houston Rockets,99,Box Score,,"6,697",,The Summit,
"Tue, Dec 23, 1980",New Jersey Nets,109,Indiana Pacers,125,Box Score,,"7,844",,Market Square Arena,
"Tue, Dec 23, 1980",Detroit Pistons,104,Phoenix Suns,113,Box Score,,"11,225",,Arizona Veterans Memorial Coliseum,
"Tue, Dec 23, 1980",Los Angeles Lakers,102,Portland Trail Blazers,108,Box Score,,"12,666",,Memorial Coliseum,
"Thu, Dec 25, 1980",Boston Celtics,117,New York Knicks,108,Box Score,,"15,202",2:20,Madison Square Garden (IV),
"Thu, Dec 25, 1980",San Antonio Spurs,111,Phoenix Suns,131,Box Score,,"12,660",,Arizona Veterans Memorial Coliseum,
"Thu, Dec 25, 1980",Golden State Warriors,114,Portland Trail Blazers,115,Box Score,,"12,666",,Memorial Coliseum,
"Thu, Dec 25, 1980",New Jersey Nets,94,Washington Bullets,109,Box Score,,"4,827",,Capital Centre,
"Fri, Dec 26, 1980",Chicago Bulls,100,Cleveland Cavaliers,98,Box Score,,"4,481",,Coliseum at Richfield,
"Fri, Dec 26, 1980",Denver Nuggets,111,Dallas Mavericks,119,Box Score,,"8,293",,Reunion Arena,
"Fri, Dec 26, 1980",Houston Rockets,114,Detroit Pistons,94,Box Score,,"5,157",,Pontiac Silverdome,
"Fri, Dec 26, 1980",Philadelphia 76ers,113,Kansas City Kings,103,Box Score,,"16,006",,Kemper Arena,
"Fri, Dec 26, 1980",Indiana Pacers,115,Los Angeles Lakers,116,Box Score,,"14,345",,The Forum,
"Fri, Dec 26, 1980",Atlanta Hawks,108,New Jersey Nets,95,Box Score,,"7,389",,Rutgers Athletic Center,
"Fri, Dec 26, 1980",Portland Trail Blazers,96,Seattle SuperSonics,90,Box Score,,"20,755",,Seattle Kingdome,
"Fri, Dec 26, 1980",Golden State Warriors,110,Utah Jazz,109,Box Score,,"11,783",,Salt Palace,
"Sat, Dec 27, 1980",Boston Celtics,112,Atlanta Hawks,107,Box Score,,"13,711",2:13,Omni Coliseum,
"Sat, Dec 27, 1980",Detroit Pistons,97,Chicago Bulls,104,Box Score,,"7,993",,Chicago Stadium,
"Sat, Dec 27, 1980",Philadelphia 76ers,121,Denver Nuggets,125,Box Score,,"16,889",,McNichols Sports Arena,
"Sat, Dec 27, 1980",Seattle SuperSonics,98,Golden State Warriors,104,Box Score,,"10,303",,Oakland-Alameda County Coliseum Arena,
"Sat, Dec 27, 1980",Dallas Mavericks,96,Milwaukee Bucks,112,Box Score,,"11,052",,MECCA Arena,
"Sat, Dec 27, 1980",Kansas City Kings,99,New York Knicks,100,Box Score,,"11,500",,Madison Square Garden (IV),
"Sat, Dec 27, 1980",Los Angeles Lakers,106,Phoenix Suns,116,Box Score,,"12,660",,Arizona Veterans Memorial Coliseum,
"Sat, Dec 27, 1980",Utah Jazz,117,San Antonio Spurs,142,Box Score,,"11,823",,HemisFair Arena,
"Sat, Dec 27, 1980",Indiana Pacers,109,San Diego Clippers,121,Box Score,,"8,130",,San Diego Sports Arena,
"Sat, Dec 27, 1980",Houston Rockets,97,Washington Bullets,115,Box Score,,"6,721",,Capital Centre,
"Sun, Dec 28, 1980",Philadelphia 76ers,116,Los Angeles Lakers,122,Box Score,,"17,505",,The Forum,
"Sun, Dec 28, 1980",Kansas City Kings,102,New Jersey Nets,99,Box Score,,"7,229",,Rutgers Athletic Center,
"Mon, Dec 29, 1980",Dallas Mavericks,100,Cleveland Cavaliers,112,Box Score,,"3,884",,Coliseum at Richfield,
"Tue, Dec 30, 1980",Detroit Pistons,89,Atlanta Hawks,96,Box Score,,"8,745",,Omni Coliseum,
"Tue, Dec 30, 1980",New Jersey Nets,110,Chicago Bulls,121,Box Score,,"7,707",,Chicago Stadium,
"Tue, Dec 30, 1980",Indiana Pacers,110,Denver Nuggets,127,Box Score,,"12,979",,McNichols Sports Arena,
"Tue, Dec 30, 1980",San Diego Clippers,98,Houston Rockets,104,Box Score,,"8,102",,The Summit,
"Tue, Dec 30, 1980",Golden State Warriors,106,Kansas City Kings,104,Box Score,,"11,742",,Kemper Arena,
"Tue, Dec 30, 1980",Dallas Mavericks,98,New York Knicks,100,Box Score,,"10,559",,Madison Square Garden (IV),
"Tue, Dec 30, 1980",Boston Celtics,116,Phoenix Suns,97,Box Score,,"12,660",2:04,Arizona Veterans Memorial Coliseum,
"Tue, Dec 30, 1980",Philadelphia 76ers,108,Portland Trail Blazers,109,Box Score,,"12,666",,Memorial Coliseum,
"Tue, Dec 30, 1980",Seattle SuperSonics,100,San Antonio Spurs,102,Box Score,,"11,130",,HemisFair Arena,
"Tue, Dec 30, 1980",Los Angeles Lakers,100,Utah Jazz,110,Box Score,,"12,393",,Salt Palace,
"Tue, Dec 30, 1980",Milwaukee Bucks,115,Washington Bullets,94,Box Score,,"7,825",,Capital Centre,
"Thu, Jan 1, 1981",Utah Jazz,103,Houston Rockets,117,Box Score,,"7,136",,The Summit,
"Thu, Jan 1, 1981",Denver Nuggets,119,Portland Trail Blazers,122,Box Score,,"12,666",,Memorial Coliseum,
"Thu, Jan 1, 1981",Boston Celtics,88,San Diego Clippers,85,Box Score,,"12,872",2:05,San Diego Sports Arena,
"Fri, Jan 2, 1981",Indiana Pacers,109,Atlanta Hawks,106,Box Score,,"8,233",,Omni Coliseum,
"Fri, Jan 2, 1981",Houston Rockets,124,Dallas Mavericks,120,Box Score,OT,"7,872",,Reunion Arena,
